cid,concept,aid,problem,start,end,avg_attn,freq,n_err_events,path
comparacao_numerica,Comparação numérica e thresholds,439,233,b,==,0.4297,61,250,b@FormalParameter@MethodDeclaration@IfStatement@BinaryOperation@BinaryOperati...
comparacao_numerica,Comparação numérica e thresholds,487,100,int,21,0.4229,6,52,int@BasicType@FormalParameter@MethodDeclaration@IfStatement@BinaryOperation@L...
comparacao_numerica,Comparação numérica e thresholds,439,236,b,==,0.419,39,223,b@FormalParameter@MethodDeclaration@IfStatement@BinaryOperation@BinaryOperati...
comparacao_numerica,Comparação numérica e thresholds,487,24,int,b,0.4149,15,150,int@BasicType@FormalParameter@b
comparacao_numerica,Comparação numérica e thresholds,487,100,int,d,0.4079,6,52,<PAD/UNK>
comparacao_numerica,Comparação numérica e thresholds,487,22,>=,fixTeen,0.4013,19,288,<PAD/UNK>
comparacao_numerica,Comparação numérica e thresholds,439,234,int,&&,0.3934,5,197,int@BasicType@FormalParameter@MethodDeclaration@IfStatement@IfStatement@Binar...
comparacao_numerica,Comparação numérica e thresholds,487,25,||,||,0.3926,7,218,<PAD/UNK>
comparacao_numerica,Comparação numérica e thresholds,487,102,without2,str,0.3878,291,571,without2@MethodDeclaration@FormalParameter@str
comparacao_numerica,Comparação numérica e thresholds,487,21,int,=,0.3844,6,113,<PAD/UNK>
comparacao_numerica,Comparação numérica e thresholds,439,232,int,&&,0.3817,13,471,int@BasicType@FormalParameter@MethodDeclaration@IfStatement@IfStatement@Binar...
comparacao_numerica,Comparação numérica e thresholds,439,236,int,&&,0.381,28,223,int@BasicType@FormalParameter@MethodDeclaration@IfStatement@BinaryOperation@B...
comparacao_numerica,Comparação numérica e thresholds,487,25,without2,str,0.378,13,218,without2@MethodDeclaration@FormalParameter@str
comparacao_numerica,Comparação numérica e thresholds,487,25,big,c,0.3764,5,218,<PAD/UNK>
comparacao_numerica,Comparação numérica e thresholds,439,3,outsideMode,>=,0.3752,5,309,outsideMode@MemberReference@BinaryOperation@BinaryOperation@BinaryOperation@>=
comparacao_numerica,Comparação numérica e thresholds,487,102,without2,str,0.3674,11,571,<PAD/UNK>
comparacao_numerica,Comparação numérica e thresholds,439,234,int,||,0.3631,36,197,int@BasicType@FormalParameter@MethodDeclaration@IfStatement@BinaryOperation@||
comparacao_numerica,Comparação numérica e thresholds,487,102,without2,str,0.359,83,571,without2@MethodDeclaration@IfStatement@BinaryOperation@MethodInvocation@str
comparacao_numerica,Comparação numérica e thresholds,487,22,int,b,0.3545,64,288,int@BasicType@FormalParameter@b
comparacao_numerica,Comparação numérica e thresholds,439,13,int,speed,0.3525,57,460,int@BasicType@MethodDeclaration@FormalParameter@speed
comparacao_numerica,Comparação numérica e thresholds,439,3,outsideMode,>=,0.3481,12,309,outsideMode@FormalParameter@MethodDeclaration@IfStatement@BinaryOperation@Bin...
comparacao_numerica,Comparação numérica e thresholds,439,3,int,sum,0.3366,21,309,int@BasicType@FormalParameter@MethodDeclaration@LocalVariableDeclaration@Vari...
comparacao_numerica,Comparação numérica e thresholds,487,20,int,c,0.3353,35,152,int@BasicType@FormalParameter@c
comparacao_numerica,Comparação numérica e thresholds,439,3,int,&&,0.3335,5,309,int@BasicType@FormalParameter@MethodDeclaration@IfStatement@IfStatement@Binar...
comparacao_numerica,Comparação numérica e thresholds,487,25,int,c,0.333,31,218,int@BasicType@FormalParameter@c
comparacao_numerica,Comparação numérica e thresholds,487,25,int,==,0.3255,10,218,int@BasicType@FormalParameter@MethodDeclaration@IfStatement@IfStatement@Binar...
comparacao_numerica,Comparação numérica e thresholds,439,233,boolean,boolean,0.325,84,250,boolean@BasicType@FormalParameter@MethodDeclaration@FormalParameter@BasicType...
comparacao_numerica,Comparação numérica e thresholds,439,232,int,speed,0.3227,20,471,int@BasicType@MethodDeclaration@FormalParameter@speed
comparacao_numerica,Comparação numérica e thresholds,439,236,b,&&,0.3188,10,223,b@MemberReference@BinaryOperation@BinaryOperation@IfStatement@IfStatement@Bin...
comparacao_numerica,Comparação numérica e thresholds,487,102,<PAD/UNK>,str,0.3183,29,571,<PAD/UNK>
comparacao_numerica,Comparação numérica e thresholds,439,233,int,true,0.3164,17,250,int@BasicType@FormalParameter@MethodDeclaration@IfStatement@ReturnStatement@L...
comparacao_numerica,Comparação numérica e thresholds,487,22,&&,fixTeen,0.3153,23,288,<PAD/UNK>
comparacao_numerica,Comparação numérica e thresholds,487,22,int,fixTeen,0.3084,26,288,int@BasicType@FormalParameter@MethodDeclaration@ReturnStatement@BinaryOperati...
comparacao_numerica,Comparação numérica e thresholds,439,233,boolean,<PAD/UNK>,0.308,18,250,<PAD/UNK>
comparacao_numerica,Comparação numérica e thresholds,487,25,space,=,0.308,14,218,<PAD/UNK>
comparacao_numerica,Comparação numérica e thresholds,487,102,int,fixTeen,0.3047,8,571,int@BasicType@FormalParameter@MethodDeclaration@ReturnStatement@BinaryOperati...
comparacao_numerica,Comparação numérica e thresholds,487,25,int,c,0.3029,96,218,int@BasicType@FormalParameter@MethodDeclaration@FormalParameter@c
comparacao_numerica,Comparação numérica e thresholds,487,22,b,=,0.302,13,288,<PAD/UNK>
comparacao_numerica,Comparação numérica e thresholds,487,102,0,str,0.2998,6,571,<PAD/UNK>
comparacao_numerica,Comparação numérica e thresholds,487,21,13,=,0.2958,12,113,<PAD/UNK>
comparacao_numerica,Comparação numérica e thresholds,487,20,&&,c,0.2934,7,152,<PAD/UNK>
comparacao_numerica,Comparação numérica e thresholds,487,102,length,str,0.2908,11,571,<PAD/UNK>
comparacao_numerica,Comparação numérica e thresholds,439,236,int,=,0.2868,36,223,int@BasicType@FormalParameter@MethodDeclaration@IfStatement@Assignment@=
comparacao_numerica,Comparação numérica e thresholds,439,233,int,=,0.2866,10,250,int@BasicType@FormalParameter@MethodDeclaration@IfStatement@Assignment@=
comparacao_numerica,Comparação numérica e thresholds,439,3,outsideMode,true,0.2849,13,309,outsideMode@FormalParameter@MethodDeclaration@IfStatement@BlockStatement@Retu...
comparacao_numerica,Comparação numérica e thresholds,439,12,isSummer,&&,0.2825,15,94,isSummer@MemberReference@IfStatement@BlockStatement@IfStatement@BinaryOperati...
comparacao_numerica,Comparação numérica e thresholds,487,22,int,fixTeen,0.2789,11,288,int@BasicType@FormalParameter@MethodDeclaration@StatementExpression@Assignmen...
comparacao_numerica,Comparação numérica e thresholds,487,20,int,==,0.2737,8,152,int@BasicType@FormalParameter@MethodDeclaration@IfStatement@BinaryOperation@B...
comparacao_numerica,Comparação numérica e thresholds,487,21,int,c,0.2697,27,113,int@BasicType@FormalParameter@c
comparacao_numerica,Comparação numérica e thresholds,439,3,outsideMode,true,0.2688,11,309,outsideMode@MemberReference@BinaryOperation@IfStatement@BlockStatement@Return...
comparacao_numerica,Comparação numérica e thresholds,487,20,int,c,0.2658,91,152,int@BasicType@FormalParameter@MethodDeclaration@FormalParameter@c
comparacao_numerica,Comparação numérica e thresholds,439,3,outsideMode,x,0.2654,8,309,<PAD/UNK>
comparacao_numerica,Comparação numérica e thresholds,439,3,int,||,0.2635,5,309,int@BasicType@FormalParameter@MethodDeclaration@IfStatement@BinaryOperation@||
comparacao_numerica,Comparação numérica e thresholds,487,17,int,c,0.2623,19,54,int@BasicType@FormalParameter@c
comparacao_numerica,Comparação numérica e thresholds,487,24,0,<=,0.2615,6,150,<PAD/UNK>
comparacao_numerica,Comparação numérica e thresholds,487,102,without2,str,0.2597,21,571,without2@MethodDeclaration@IfStatement@BinaryOperation@BinaryOperation@Method...
comparacao_numerica,Comparação numérica e thresholds,439,233,int,6,0.2589,7,250,int@BasicType@FormalParameter@MethodDeclaration@IfStatement@BinaryOperation@L...
comparacao_numerica,Comparação numérica e thresholds,487,21,int,==,0.2567,5,113,int@BasicType@FormalParameter@MethodDeclaration@IfStatement@BinaryOperation@B...
comparacao_numerica,Comparação numérica e thresholds,439,236,int,=,0.2566,37,223,int@BasicType@FormalParameter@MethodDeclaration@IfStatement@Assignment@Assign...
comparacao_numerica,Comparação numérica e thresholds,487,102,without2,str,0.2565,14,571,without2@MethodDeclaration@IfStatement@ReturnStatement@MemberReference@str
comparacao_numerica,Comparação numérica e thresholds,487,102,int,end,0.2548,5,571,<PAD/UNK>
comparacao_numerica,Comparação numérica e thresholds,439,236,c,==,0.2536,9,223,c@FormalParameter@MethodDeclaration@IfStatement@IfStatement@BinaryOperation@B...
comparacao_numerica,Comparação numérica e thresholds,487,22,int,==,0.2532,36,288,int@BasicType@FormalParameter@MethodDeclaration@IfStatement@BinaryOperation@B...
comparacao_numerica,Comparação numérica e thresholds,487,102,front,str,0.2495,14,571,<PAD/UNK>
comparacao_numerica,Comparação numérica e thresholds,487,102,int,<PAD/UNK>,0.2428,5,571,<PAD/UNK>
comparacao_numerica,Comparação numérica e thresholds,487,102,without2,str,0.2418,14,571,without2@MethodDeclaration@IfStatement@BlockStatement@IfStatement@MethodInvoc...
comparacao_numerica,Comparação numérica e thresholds,487,100,int,c,0.2418,18,52,int@BasicType@FormalParameter@MethodDeclaration@FormalParameter@c
comparacao_numerica,Comparação numérica e thresholds,439,232,boolean,week,0.2389,5,471,boolean@BasicType@FormalParameter@MethodDeclaration@LocalVariableDeclaration@...
comparacao_numerica,Comparação numérica e thresholds,439,233,int,=,0.2388,6,250,int@BasicType@FormalParameter@MethodDeclaration@IfStatement@Assignment@Assign...
comparacao_numerica,Comparação numérica e thresholds,439,233,int,-,0.2381,9,250,int@BasicType@LocalVariableDeclaration@MethodDeclaration@LocalVariableDeclara...
comparacao_numerica,Comparação numérica e thresholds,487,102,part1,str,0.237,6,571,<PAD/UNK>
comparacao_numerica,Comparação numérica e thresholds,439,1,b,=,0.2353,5,82,b@MemberReference@BinaryOperation@Assignment@=
comparacao_numerica,Comparação numérica e thresholds,439,232,day,vacation,0.2347,10,471,day@MemberReference@BinaryOperation@BinaryOperation@BinaryOperation@MemberRef...
comparacao_numerica,Comparação numérica e thresholds,487,102,int,goal,0.2332,12,571,int@BasicType@FormalParameter@MethodDeclaration@FormalParameter@goal
comparacao_numerica,Comparação numérica e thresholds,487,22,b,20,0.2322,8,288,<PAD/UNK>
comparacao_numerica,Comparação numérica e thresholds,487,22,<PAD/UNK>,=,0.2314,6,288,<PAD/UNK>
comparacao_numerica,Comparação numérica e thresholds,487,22,||,19,0.2306,7,288,<PAD/UNK>
comparacao_numerica,Comparação numérica e thresholds,487,25,&&,==,0.23,5,218,<PAD/UNK>
comparacao_numerica,Comparação numérica e thresholds,487,22,a,fixTeen,0.2298,8,288,<PAD/UNK>
comparacao_numerica,Comparação numérica e thresholds,439,3,outsideMode,>=,0.2297,70,309,outsideMode@MemberReference@IfStatement@BlockStatement@IfStatement@BinaryOper...
comparacao_numerica,Comparação numérica e thresholds,487,17,int,==,0.229,19,54,int@BasicType@FormalParameter@MethodDeclaration@IfStatement@BinaryOperation@B...
comparacao_numerica,Comparação numérica e thresholds,487,24,<=,21,0.2285,5,150,<PAD/UNK>
comparacao_numerica,Comparação numérica e thresholds,487,102,without2,str,0.2284,5,571,without2@MethodDeclaration@LocalVariableDeclaration@VariableDeclarator@Method...
comparacao_numerica,Comparação numérica e thresholds,487,102,without2,str,0.2281,35,571,without2@MethodDeclaration@IfStatement@BlockStatement@IfStatement@BinaryOpera...
comparacao_numerica,Comparação numérica e thresholds,439,233,b,6,0.2275,7,250,b@MemberReference@BinaryOperation@MethodInvocation@BinaryOperation@Literal@6
comparacao_numerica,Comparação numérica e thresholds,439,3,int,outsideMode,0.2261,35,309,int@BasicType@FormalParameter@MethodDeclaration@IfStatement@MemberReference@o...
comparacao_numerica,Comparação numérica e thresholds,487,21,<PAD/UNK>,=,0.2257,21,113,<PAD/UNK>
comparacao_numerica,Comparação numérica e thresholds,487,20,int,=,0.2252,5,152,int@BasicType@LocalVariableDeclaration@MethodDeclaration@StatementExpression@...
comparacao_numerica,Comparação numérica e thresholds,439,234,int,||,0.2251,10,197,int@BasicType@FormalParameter@MethodDeclaration@IfStatement@IfStatement@Binar...
comparacao_numerica,Comparação numérica e thresholds,439,232,5,vacation,0.225,5,471,5@Literal@BinaryOperation@BinaryOperation@BinaryOperation@MemberReference@vac...
comparacao_numerica,Comparação numérica e thresholds,439,236,c,=,0.225,12,223,c@FormalParameter@MethodDeclaration@IfStatement@IfStatement@Assignment@Assign...
comparacao_numerica,Comparação numérica e thresholds,487,102,o,str,0.224,12,571,<PAD/UNK>
comparacao_numerica,Comparação numérica e thresholds,439,3,outsideMode,&&,0.221,8,309,outsideMode@MemberReference@IfStatement@BlockStatement@IfStatement@BinaryOper...
comparacao_numerica,Comparação numérica e thresholds,487,102,b,str,0.2208,12,571,<PAD/UNK>
comparacao_numerica,Comparação numérica e thresholds,439,232,day,4,0.2204,16,471,day@MemberReference@BinaryOperation@Literal@4
comparacao_numerica,Comparação numérica e thresholds,487,17,int,c,0.2169,39,54,int@BasicType@FormalParameter@MethodDeclaration@FormalParameter@c
comparacao_numerica,Comparação numérica e thresholds,439,236,int,c,0.2157,47,223,int@BasicType@FormalParameter@c
comparacao_numerica,Comparação numérica e thresholds,439,236,c,10,0.2141,9,223,c@MemberReference@BinaryOperation@IfStatement@BlockStatement@ReturnStatement@...
comparacao_numerica,Comparação numérica e thresholds,487,102,a,str,0.2125,7,571,<PAD/UNK>
comparacao_numerica,Comparação numérica e thresholds,439,3,outsideMode,10,0.2124,6,309,<PAD/UNK>
comparacao_numerica,Comparação numérica e thresholds,439,234,boolean,isWeekend,0.2113,6,197,boolean@BasicType@LocalVariableDeclaration@MethodDeclaration@IfStatement@Memb...
comparacao_numerica,Comparação numérica e thresholds,487,22,13,19,0.211,10,288,<PAD/UNK>
comparacao_numerica,Comparação numérica e thresholds,487,21,atFirst,str,0.2099,5,113,atFirst@MethodDeclaration@FormalParameter@str
comparacao_numerica,Comparação numérica e thresholds,487,102,>,str,0.2062,11,571,<PAD/UNK>
comparacao_numerica,Comparação numérica e thresholds,487,102,without2,-,0.2054,14,571,<PAD/UNK>
comparacao_numerica,Comparação numérica e thresholds,487,17,int,2,0.2054,6,54,int@BasicType@FormalParameter@MethodDeclaration@IfStatement@BinaryOperation@L...
comparacao_numerica,Comparação numérica e thresholds,487,102,&&,str,0.205,5,571,<PAD/UNK>
comparacao_numerica,Comparação numérica e thresholds,487,21,int,c,0.2044,52,113,int@BasicType@FormalParameter@MethodDeclaration@FormalParameter@c
comparacao_numerica,Comparação numérica e thresholds,439,12,outsideMode,>=,0.2039,10,94,outsideMode@MemberReference@IfStatement@BlockStatement@IfStatement@BinaryOper...
comparacao_numerica,Comparação numérica e thresholds,487,25,int,j,0.2037,9,218,<PAD/UNK>
comparacao_numerica,Comparação numérica e thresholds,487,22,0,||,0.2018,11,288,<PAD/UNK>
comparacao_numerica,Comparação numérica e thresholds,439,3,outsideMode,true,0.2015,9,309,outsideMode@MemberReference@BinaryOperation@Literal@true
comparacao_numerica,Comparação numérica e thresholds,487,102,without2,str,0.1992,6,571,without2@MethodDeclaration@IfStatement@BlockStatement@ReturnStatement@BinaryO...
comparacao_numerica,Comparação numérica e thresholds,487,102,without2,<PAD/UNK>,0.1982,21,571,<PAD/UNK>
comparacao_numerica,Comparação numérica e thresholds,487,102,without2,start,0.1978,5,571,<PAD/UNK>
comparacao_numerica,Comparação numérica e thresholds,439,236,boolean,isWeekend,0.1971,12,223,boolean@BasicType@FormalParameter@isWeekend
comparacao_numerica,Comparação numérica e thresholds,487,20,int,c,0.1971,5,152,int@BasicType@FormalParameter@MethodDeclaration@IfStatement@BinaryOperation@M...
comparacao_numerica,Comparação numérica e thresholds,439,233,b,6,0.1954,9,250,b@MemberReference@BinaryOperation@BinaryOperation@BinaryOperation@BinaryOpera...
comparacao_numerica,Comparação numérica e thresholds,439,234,boolean,isWeekend,0.1952,49,197,boolean@BasicType@FormalParameter@isWeekend
comparacao_numerica,Comparação numérica e thresholds,487,102,charAt,str,0.1943,21,571,<PAD/UNK>
comparacao_numerica,Comparação numérica e thresholds,487,102,without2,length,0.1939,6,571,<PAD/UNK>
comparacao_numerica,Comparação numérica e thresholds,487,17,int,<PAD/UNK>,0.1934,6,54,<PAD/UNK>
comparacao_numerica,Comparação numérica e thresholds,487,25,b,/,0.1926,5,218,<PAD/UNK>
comparacao_numerica,Comparação numérica e thresholds,487,25,int,==,0.1926,22,218,int@BasicType@FormalParameter@MethodDeclaration@IfStatement@BinaryOperation@B...
comparacao_numerica,Comparação numérica e thresholds,487,21,int,answer,0.1925,5,113,int@BasicType@FormalParameter@MethodDeclaration@LocalVariableDeclaration@Vari...
comparacao_numerica,Comparação numérica e thresholds,487,102,without2,substring,0.1922,20,571,without2@MethodDeclaration@LocalVariableDeclaration@VariableDeclarator@Method...
comparacao_numerica,Comparação numérica e thresholds,487,100,int,b,0.1889,22,52,int@BasicType@FormalParameter@b
comparacao_numerica,Comparação numérica e thresholds,487,22,b,fixTeen,0.1871,22,288,<PAD/UNK>
comparacao_numerica,Comparação numérica e thresholds,439,232,day,vacation,0.1863,5,471,day@FormalParameter@MethodDeclaration@IfStatement@BinaryOperation@BinaryOpera...
comparacao_numerica,Comparação numérica e thresholds,487,100,int,c,0.1837,9,52,int@BasicType@FormalParameter@c
comparacao_numerica,Comparação numérica e thresholds,439,3,outsideMode,&&,0.1836,7,309,outsideMode@MemberReference@IfStatement@IfStatement@BinaryOperation@&&
comparacao_numerica,Comparação numérica e thresholds,439,236,int,||,0.1805,7,223,int@BasicType@FormalParameter@MethodDeclaration@IfStatement@IfStatement@Binar...
comparacao_numerica,Comparação numérica e thresholds,439,3,outsideMode,outsideMode,0.1801,47,309,outsideMode@FormalParameter@MethodDeclaration@IfStatement@MemberReference@out...
comparacao_numerica,Comparação numérica e thresholds,487,24,<PAD/UNK>,21,0.1787,6,150,<PAD/UNK>
comparacao_numerica,Comparação numérica e thresholds,439,232,int,2,0.1775,18,471,int@BasicType@LocalVariableDeclaration@MethodDeclaration@LocalVariableDeclara...
comparacao_numerica,Comparação numérica e thresholds,487,22,&&,c,0.1764,15,288,<PAD/UNK>
comparacao_numerica,Comparação numérica e thresholds,439,232,int,speed,0.1749,10,471,int@BasicType@FormalParameter@speed
comparacao_numerica,Comparação numérica e thresholds,487,17,int,=,0.174,13,54,int@BasicType@FormalParameter@MethodDeclaration@IfStatement@Assignment@=
comparacao_numerica,Comparação numérica e thresholds,487,25,int,diffAC,0.1736,5,218,<PAD/UNK>
comparacao_numerica,Comparação numérica e thresholds,487,102,int,str,0.1733,44,571,int@BasicType@LocalVariableDeclaration@VariableDeclarator@MethodInvocation@str
comparacao_numerica,Comparação numérica e thresholds,487,102,without2,str,0.1732,11,571,without2@MethodDeclaration@IfStatement@BlockStatement@StatementExpression@Ass...
comparacao_numerica,Comparação numérica e thresholds,487,24,int,<PAD/UNK>,0.1731,8,150,<PAD/UNK>
comparacao_numerica,Comparação numérica e thresholds,487,21,int,<PAD/UNK>,0.1726,23,113,<PAD/UNK>
comparacao_numerica,Comparação numérica e thresholds,487,102,len,str,0.1719,7,571,<PAD/UNK>
comparacao_numerica,Comparação numérica e thresholds,487,20,b,c,0.1714,19,152,b@MemberReference@BinaryOperation@IfStatement@IfStatement@BinaryOperation@Mem...
comparacao_numerica,Comparação numérica e thresholds,439,3,boolean,==,0.1712,6,309,boolean@BasicType@FormalParameter@MethodDeclaration@IfStatement@BinaryOperati...
comparacao_numerica,Comparação numérica e thresholds,439,233,int,||,0.1709,62,250,int@BasicType@FormalParameter@MethodDeclaration@IfStatement@BinaryOperation@||
comparacao_numerica,Comparação numérica e thresholds,439,3,outsideMode,10,0.1704,6,309,outsideMode@MemberReference@IfStatement@IfStatement@BinaryOperation@BinaryOpe...
comparacao_numerica,Comparação numérica e thresholds,487,22,<,fixTeen,0.1699,19,288,<PAD/UNK>
comparacao_numerica,Comparação numérica e thresholds,487,102,int,c,0.1694,14,571,int@BasicType@FormalParameter@MethodDeclaration@FormalParameter@c
comparacao_numerica,Comparação numérica e thresholds,487,22,int,c,0.1688,133,288,int@BasicType@FormalParameter@c
comparacao_numerica,Comparação numérica e thresholds,487,102,i,str,0.1674,10,571,<PAD/UNK>
comparacao_numerica,Comparação numérica e thresholds,487,102,without2,str,0.1662,6,571,without2@MethodDeclaration@IfStatement@IfStatement@BinaryOperation@MethodInvo...
comparacao_numerica,Comparação numérica e thresholds,487,22,int,<PAD/UNK>,0.1659,8,288,<PAD/UNK>
comparacao_numerica,Comparação numérica e thresholds,439,3,outsideMode,&&,0.1657,19,309,outsideMode@FormalParameter@MethodDeclaration@IfStatement@BinaryOperation@&&
comparacao_numerica,Comparação numérica e thresholds,439,232,day,!=,0.1652,8,471,day@MemberReference@BinaryOperation@BinaryOperation@BinaryOperation@!=
comparacao_numerica,Comparação numérica e thresholds,439,236,int,=,0.1647,18,223,int@BasicType@FormalParameter@MethodDeclaration@IfStatement@BinaryOperation@A...
comparacao_numerica,Comparação numérica e thresholds,487,102,substring,str,0.1646,5,571,<PAD/UNK>
comparacao_numerica,Comparação numérica e thresholds,487,20,int,!=,0.1636,12,152,int@BasicType@FormalParameter@MethodDeclaration@IfStatement@BinaryOperation@B...
comparacao_numerica,Comparação numérica e thresholds,487,20,int,==,0.1622,10,152,int@BasicType@FormalParameter@MethodDeclaration@IfStatement@IfStatement@Binar...
comparacao_numerica,Comparação numérica e thresholds,439,232,day,vacation,0.1604,29,471,day@FormalParameter@MethodDeclaration@IfStatement@MemberReference@vacation
comparacao_numerica,Comparação numérica e thresholds,487,25,<PAD/UNK>,abs,0.1589,17,218,<PAD/UNK>
comparacao_numerica,Comparação numérica e thresholds,439,232,boolean,vacation,0.1582,69,471,boolean@BasicType@FormalParameter@MethodDeclaration@IfStatement@MemberReferen...
comparacao_numerica,Comparação numérica e thresholds,487,21,13,x,0.1566,7,113,<PAD/UNK>
comparacao_numerica,Comparação numérica e thresholds,487,20,<PAD/UNK>,=,0.156,14,152,<PAD/UNK>
comparacao_numerica,Comparação numérica e thresholds,487,25,small,&&,0.1555,10,218,<PAD/UNK>
comparacao_numerica,Comparação numérica e thresholds,487,102,without2,str,0.1554,28,571,without2@MethodDeclaration@IfStatement@BlockStatement@ReturnStatement@MethodI...
comparacao_numerica,Comparação numérica e thresholds,439,234,int,boolean,0.1552,9,197,int@BasicType@FormalParameter@MethodDeclaration@LocalVariableDeclaration@Basi...
comparacao_numerica,Comparação numérica e thresholds,439,236,c,==,0.1541,22,223,c@FormalParameter@MethodDeclaration@IfStatement@BinaryOperation@BinaryOperati...
comparacao_numerica,Comparação numérica e thresholds,487,22,int,10,0.1538,8,288,int@BasicType@FormalParameter@MethodDeclaration@IfStatement@ReturnStatement@L...
comparacao_numerica,Comparação numérica e thresholds,487,102,without2,str,0.1509,21,571,without2@MethodDeclaration@IfStatement@BlockStatement@ReturnStatement@MemberR...
comparacao_numerica,Comparação numérica e thresholds,439,233,int,||,0.1503,10,250,int@BasicType@FormalParameter@MethodDeclaration@IfStatement@IfStatement@Binar...
comparacao_numerica,Comparação numérica e thresholds,487,25,<PAD/UNK>,=,0.1499,64,218,<PAD/UNK>
comparacao_numerica,Comparação numérica e thresholds,487,21,int,=,0.1496,7,113,int@BasicType@LocalVariableDeclaration@MethodDeclaration@IfStatement@Statemen...
comparacao_numerica,Comparação numérica e thresholds,487,102,int,c,0.149,9,571,int@BasicType@FormalParameter@c
comparacao_numerica,Comparação numérica e thresholds,487,22,!=,fixTeen,0.1488,6,288,<PAD/UNK>
comparacao_numerica,Comparação numérica e thresholds,487,25,int,<PAD/UNK>,0.1479,66,218,<PAD/UNK>
comparacao_numerica,Comparação numérica e thresholds,439,236,b,==,0.1475,33,223,b@FormalParameter@MethodDeclaration@IfStatement@BinaryOperation@==
comparacao_numerica,Comparação numérica e thresholds,439,233,boolean,boolean,0.1472,34,250,boolean@BasicType@MethodDeclaration@FormalParameter@BasicType@boolean
comparacao_numerica,Comparação numérica e thresholds,487,24,&&,answer,0.1452,5,150,<PAD/UNK>
comparacao_numerica,Comparação numérica e thresholds,487,102,without2,str,0.145,8,571,without2@MethodDeclaration@IfStatement@BlockStatement@StatementExpression@Ass...
comparacao_numerica,Comparação numérica e thresholds,439,12,int,boolean,0.1445,16,94,int@BasicType@FormalParameter@MethodDeclaration@FormalParameter@BasicType@boo...
comparacao_numerica,Comparação numérica e thresholds,439,236,b,=,0.1435,15,223,b@MemberReference@Assignment@Assignment@=
comparacao_numerica,Comparação numérica e thresholds,439,1,int,||,0.1435,12,82,int@BasicType@FormalParameter@MethodDeclaration@IfStatement@BinaryOperation@||
comparacao_numerica,Comparação numérica e thresholds,439,236,c,10,0.1416,12,223,c@FormalParameter@MethodDeclaration@IfStatement@BlockStatement@ReturnStatemen...
comparacao_numerica,Comparação numérica e thresholds,439,3,int,&&,0.1403,12,309,int@BasicType@FormalParameter@MethodDeclaration@IfStatement@BinaryOperation@B...
comparacao_numerica,Comparação numérica e thresholds,439,3,outsideMode,&&,0.1402,11,309,outsideMode@FormalParameter@MethodDeclaration@IfStatement@IfStatement@BinaryO...
comparacao_numerica,Comparação numérica e thresholds,439,1,private,sum,0.139,7,82,private@Modifier@FieldDeclaration@VariableDeclarator@sum
comparacao_numerica,Comparação numérica e thresholds,487,22,int,fixTeen,0.1383,9,288,int@BasicType@LocalVariableDeclaration@VariableDeclarator@BinaryOperation@Met...
comparacao_numerica,Comparação numérica e thresholds,487,102,int,str,0.1378,23,571,int@BasicType@LocalVariableDeclaration@MethodDeclaration@LocalVariableDeclara...
comparacao_numerica,Comparação numérica e thresholds,487,102,0,str,0.1366,9,571,0@Literal@MethodInvocation@IfStatement@BlockStatement@ReturnStatement@MethodI...
comparacao_numerica,Comparação numérica e thresholds,439,232,int,week,0.136,5,471,int@BasicType@FormalParameter@MethodDeclaration@LocalVariableDeclaration@Vari...
comparacao_numerica,Comparação numérica e thresholds,487,21,int,x,0.1344,5,113,int@BasicType@FormalParameter@MethodDeclaration@LocalVariableDeclaration@Vari...
comparacao_numerica,Comparação numérica e thresholds,487,22,int,c,0.1342,142,288,int@BasicType@FormalParameter@MethodDeclaration@FormalParameter@c
comparacao_numerica,Comparação numérica e thresholds,487,102,atFirst,str,0.1335,5,571,atFirst@MethodDeclaration@FormalParameter@str
comparacao_numerica,Comparação numérica e thresholds,487,102,begin,str,0.1319,32,571,<PAD/UNK>
comparacao_numerica,Comparação numérica e thresholds,439,236,c,=,0.1281,10,223,c@MemberReference@Assignment@=
comparacao_numerica,Comparação numérica e thresholds,487,25,<PAD/UNK>,b,0.1276,9,218,<PAD/UNK>
comparacao_numerica,Comparação numérica e thresholds,487,25,<PAD/UNK>,false,0.1274,7,218,<PAD/UNK>
comparacao_numerica,Comparação numérica e thresholds,487,100,int,round10,0.1261,6,52,int@BasicType@FormalParameter@MethodDeclaration@StatementExpression@Assignmen...
comparacao_numerica,Comparação numérica e thresholds,439,12,outsideMode,outsideMode,0.1254,6,94,outsideMode@FormalParameter@MethodDeclaration@IfStatement@MemberReference@out...
comparacao_numerica,Comparação numérica e thresholds,439,236,c,=,0.1253,10,223,c@FormalParameter@MethodDeclaration@IfStatement@BlockStatement@IfStatement@As...
comparacao_numerica,Comparação numérica e thresholds,487,102,length,end,0.1252,11,571,<PAD/UNK>
comparacao_numerica,Comparação numérica e thresholds,487,22,17,==,0.1244,6,288,<PAD/UNK>
comparacao_numerica,Comparação numérica e thresholds,439,3,int,>=,0.1243,26,309,int@BasicType@FormalParameter@MethodDeclaration@IfStatement@BinaryOperation@B...
comparacao_numerica,Comparação numérica e thresholds,439,1,int,==,0.1206,5,82,int@BasicType@LocalVariableDeclaration@MethodDeclaration@IfStatement@BinaryOp...
comparacao_numerica,Comparação numérica e thresholds,487,102,system.out,str,0.1205,7,571,<PAD/UNK>
